key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes
polak_optimal_2019,Optimal planning to mitigate the impacts of roads on multiple species,2019,1,1,JOURNAL OF APPLIED ECOLOGY,0021-8901,56,1,201--213,"Polak, Tal and Nicholson, Emily and Grilo, Clara and Bennett, Joseph R. and Possingham, Hugh P. month = jan,",10.1111/1365-2664.13258,,,,"Common worldwide and encroaching on even the most remote locations, roads negatively affects wildlife through habitat loss, fragmentation and direct mortality. Reducing these effects requires mitigation, including wildlife crossing structures and fencing. However, mitigation measures are expensive and vary in their success level, especially when constructed to meet the needs of several species. Moreover, mitigation planning rarely considers the needs of multiple species. As funds are limited, deciding where and how to act for the greatest return on investment is crucial. Combining decision theory with a metapopulation model, we determined the most cost-effective actions mitigating the effects of roads on multiple species. The model is illustrated with two sets of species with varying of life-history traits, from a diversity of taxonomic groups. We tested the cost-effectiveness of spatially explicit combinations of three management options for each road section: (a) no mitigation, (b) fences without wildlife crossings, and (c) fences combined with wildlife crossings. We explored the trade-offs between each population's probability of persistence and total mitigation cost, first on a per-species basis and then considering all species. We then tested the cost-effectiveness of different planning strategies: (a) single species, (b) two types of focal species based on different life-history traits, and (c) comprehensive multispecies planning. Planning for the needs of all species at the same time (multispecies strategy) maximizes the number of persisting species and provides the most robust and cost-effective planning strategy, while single-species strategies were found to be inefficient. However, basing decisions on the focal species with the largest home range can provide reasonably cost-effective results, but should be considered only when there is not enough time or money to collect the necessary information to perform a multispecies analysis. Synthesis and applications. Our model can be adapted to most road mitigation problems. It illustrates that the needs of multiple species should be considered to plan a cost-effective road mitigation system. However, when resources are limited to plan for all species, those with larger home ranges should be used as reasonable proxies for other species."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
glynn_antipredatory_2019,Antipredatory escape behaviors of two benthic ctenophores in {South} {Florida,2019,1,1,ECOLOGY,0012-9658,100,1,NA,"Glynn, Peter W. and Coffman, Brian and V and erwoude, Jeongran and Martinez, Nicolas and Dominguez, Joshua H. and Gross, Julie M. and Renegar, D. Abigail month = jan,",10.1002/ecy.2497,,,,NA," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
hahn_population_2019,"Population {Variation}, {Environmental} {Gradients}, and the {Evolutionary} {Ecology} of {Plant} {Defense} against {Herbivory",2019,1,1,AMERICAN NATURALIST,0003-0147,193,1,20--34,"Hahn, Philip G. and Agrawal, Anurag A. and Sussman, Kira I. and Maron, John L. month = jan,",10.1086/700838,,,,"A central tenet of plant defense theory is that adaptation to the abiotic environment sets the template for defense strategies, imposing a trade-off between plant growth and defense. Yet this trade-off, commonly found among species occupying divergent resource environments, may not occur across populations of single species. We hypothesized that more favorable climates and higher levels of herbivory would lead to increases in growth and defense across plant populations. We evaluated whether plant growth and defense traits covaried across 18 populations of showy milkweed (Asclepias speciosa) inhabiting an east-west climate gradient spanning 25 degrees of longitude. A suite of traits impacting defense (e.g., latex, cardenolides), growth (e.g., size), or both (e.g., specific leaf area [SLA], trichomes) were measured in natural populations and in a common garden, allowing us to evaluate plastic and genetically based variation in these traits. In natural populations, herbivore pressure increased toward warmer sites with longer growing seasons. Growth and defense traits showed strong clinal patterns and were positively correlated. In a common garden, clines with climatic origin were recapitulated only for defense traits. Correlations between growth and defense traits were also weaker and more negative in the common garden than in the natural populations. Thus, our data suggest that climatically favorable sites likely facilitate the evolution of greater defense at minimal costs to growth, likely because of increased resource acquisition."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
white_evolutionary_2019,Evolutionary genetics of personality in the {Trinidadian} guppy {II}: sexual dimorphism and genotype-by-sex interactions,2019,1,1,HEREDITY,0018-067X,122,1,15--28,"White, Stephen John and Houslay, Thomas Miles and Wilson, Alastair James month = jan,",10.1038/s41437-018-0083-0,,,,"Sexual dimorphism in behaviour and personality has been identified in a number of species, but few studies have assessed the extent of shared genetic architecture across the sexes. Under sexually antagonistic selection, mechanisms are expected to evolve that reduce evolutionary conflict, resulting in genotype-by-sex (GxS) interactions. Here we assess the extent of sexual dimorphism in four risk-taking behaviour traits in the Trinidadian guppy, Poecilia reticulata, and apply a multivariate approach to test for GxS interactions. We also quantify the among-individual and genetic covariances between personality and size and growth, which are known a priori to differ between the sexes. We found significant sexual dimorphism in three of the four behaviours, although r(mf) between sex-specific homologous traits was significantly {\textless}+1 for only one behaviour. Using multivariate models, we then estimated sex-specific genetic (co)variance matrices (G(m) and G(f)) and tested for asymmetry of the cross-trait cross-sex genetic covariance structure (submatrix B). While G(m) and G(f) were not significantly different from each other overall, their respective leading eigenvectors were poorly aligned. Statistical support for asymmetry in B was found, but limited to a single trait pair for which the cross-sex covariances differed (i.e., COVA(m,f) not equal COVA(f,m)). Thus, while single- and multi-trait perspectives evidence some GxS, the overall picture is one of similarity between the sexes in their genetic (co)variance structures. Our results suggest behavioural traits related to risk-taking may lack the sex-specific genetic architecture for further dimorphism to evolve under what is hypothesised to be antagonistic selection."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
pardy_genetic_2019,The genetic basis of female pheromone differences between {Drosophila} melanogaster and {D}-simulans,2019,1,1,HEREDITY,0018-067X,122,1,93--109,"Pardy, Jessica A. and Rundle, Howard D. and Bernards, Mark A. and Moehring, Am and a J. month = jan,",10.1038/s41437-018-0080-3,,,,"Chemical signals are one means by which many insect species communicate. Differences in the combination of surface chemicals called cuticular hydrocarbons (CHCs) can influence mating behavior and affect reproductive isolation between species. Genes influencing three CHC compounds have been identified in Drosophila melanogaster. However, the genetic basis of other CHC compounds, whether these genes affect species differences in CHCs, and the genes' resulting effect on interspecies mating, remains unknown. We used fine-scale deficiency mapping of the third chromosome to identify 43 genomic regions that influence production of CHCs in both D. melanogaster and Drosophila simulans females. We identified an additional 23 small genomic regions that affect interspecies divergence in CHCs between females of these two species, one of which spans two genes known to influence the production of multiple CHCs within D. melanogaster. By testing these genes individually, we determined that desatl also affects interspecific divergence in one CHC compound, while desat2 has no effect on interspecific divergence. Thus, some but not all genes affecting intraspecific amounts of CHCs also affect interspecific divergence, but not all genes or all CHCs. Lastly, we find no evidence of a relationship between the CHC profile and female attractiveness or receptivity towards D. melanogaster males."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
yuan_genetics_2019,Genetics of distyly and homostyly in a self-compatible {Primula,2019,1,1,HEREDITY,0018-067X,122,1,110--119,"Yuan, Shuai and Barrett, Spencer C. H. and Li, Cehong and Li, Xiaojie and Xie, Kongping and Zhang, Dianxiang month = jan,",10.1038/s41437-018-0081-2,,,,"The transition from outcrossing to selfing through the breakdown of distyly to homostyly has occurred repeatedly among families of flowering plants. Homostyles can originate by major gene changes at the S-locus linkage group, or by unlinked polygenic modifiers. Here, we investigate the inheritance of distyly and homostyly in Primula oreodoxa, a subalpine herb endemic to Sichuan, China. Controlled self- and cross-pollinations confirmed that P. oreodoxa unlike most heterostylous species is fully self-compatible. Segregation patterns indicated that the inheritance of distyly is governed by a single Mendelian locus with the short-styled morph carrying at least one dominant S-allele (S-) and long-styled plants homozygous recessive (ss). Crossing data were consistent with a model in which homostyly results from genetic changes at the distylous linkage group, with the homostylous allele (S-h) dominant to the long-styled allele (s), but recessive to the short-styled allele (S). Progeny tests of open-pollinated seed families revealed high rates of intermorph mating in the L-morph but considerable selfing and possibly intramorph mating in the S-morph and in homostyles. S-morph plants homozygous at the S-locus (SS) occurred in several populations but may experience viability selection. The crossing data from distylous and homostylous plants are consistent with either recombination at the S-locus governing distyly, or mutation at gene(s) controlling sex-organ height; both models predict the same patterns of segregation. Recent studies on the molecular genetics of distyly in Primula demonstrating the hemizygous nature of genes at the S-locus make it more likely that homostyles have resulted from mutation rather than recombination."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
anderson_clonal_2018,Clonal evolution and genome stability in a 2500-year-old fungal individual,2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1893,NA,"Anderson, James B. and Bruhn, Johann N. and Kasimer, Dahlia and Wang, Hao and Rodrigue, Nicolas and Smith, Myron L. month = dec,",10.1098/rspb.2018.2233,,,,"Individuals of the basidiomycete fungus Armillaria are well known for their ability to spread from woody substrate to substrate on the forest floor through the growth of rhizomorphs. Here, we made 248 collections of A. gallica in one locality in Michigan's Upper Peninsula. To identify individuals, we genotyped collections with molecular markers and somatic compatibility testing. We found several different individuals in proximity to one another, but one genetic individual stood out as exceptionally large, covering hundreds of tree root systems over approximately 75 hectares of the forest floor. Based on observed growth rates of the fungus, we estimate the minimum age of the large individual as 2500 years. With whole-genome sequencing and variant discovery, we also found that mutation had occurred within the somatic cells of the individual, reflecting its historical pattern of growth from a single point. The overall rate of mutation over the 90 mb genome, however, was extremely low. This same individual was first discovered in the late 1980s, but its full spatial extent and internal mutation dynamic was unknown at that time. The large individual of A. gallica has been remarkably resistant to genomic change as it has persisted in place."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
beck_improvements_2018,Improvements in the fossil record may largely resolve current conflicts between morphological and molecular estimates of mammal phylogeny,2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1893,NA,"Beck, Robin M. D. and Baillie, Charles month = dec,",10.1098/rspb.2018.1632,,,,"Phylogenies of mammals based on morphological data continue to show several major areas of conflict with the current consensus view of their relationships, which is based largely on molecular data. This raises doubts as to whether current morphological character sets are able to accurately resolve mammal relationships. We tested this under a hypothetical `best case scenario' by using ancestral state reconstruction (under both maximum parsimony and maximum likelihood) to infer the morphologies of fossil ancestors for all clades present in a recent comprehensive DNA sequence-based phylogeny of mammals, and then seeing what effect the subsequent inclusion of these predicted ancestors had on unconstrained phylogenetic analyses of morphological data. We found that this resulted in topologies that are highly congruent with the current consensus phylogeny, at least when the predicted ancestors are assumed to be well preserved and densely sampled. Most strikingly, several analyses recovered the monophyly of clades that have never been found in previous morphology-only studies, such as Afrotheria and Laurasiatheria. Our results suggest that, at least in principle, improvements in the fossil record-specifically the discovery of fossil taxa that preserve the ancestral or near-ancestral morphologies of the nodes in the current consensus-may be sufficient to largely reconcile morphological and molecular estimates of mammal phylogeny, even using current morphological character sets."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
hedger_empathy_2018,Empathy modulates the temporal structure of social attention,2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1893,NA,"Hedger, Nicholas and Haffey, Anthony and McSorley, Eugene and Chakrabarti, Bhismadev month = dec,",10.1098/rspb.2018.1716,,,,"Individuals with low empathy often show reduced attention towards social stimuli. A limitation of this literature is the lack of empirical work that has explicitly characterized how this relationship manifests itself over time. We investigate this issue by analysing data from two large eye-tracking datasets (total n = 176). Via growth-curve analysis, we demonstrate that self-reported empathy (as measured by the empathy quotient-EQ) predicts the temporal evolution of gaze behaviour under conditions where social and non-social stimuli compete for attention. In both datasets, we found that EQ not only predicted a global increase in social attention, but predicted a different temporal profile of social attention. Specifically, we detected a reliable effect of empathy on gaze towards social images after prolonged viewing. An analysis of switch latencies revealed that low-EQ observers switched gaze away from an initially fixated social image more frequently and at earlier latencies than high-EQ observers. Our analyses demonstrate that modelling these temporal components of gaze signals may reveal useful behavioural phenotypes. The explanatory power of this approach may provide enhanced biomarkers for conditions marked by deficits in empathy-related processes."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
helliwell_rapid_2018,Rapid establishment of a flowering cline in {Medicago} polymorpha after invasion of {North} {America,2018,1,1,MOLECULAR ECOLOGY,0962-1083,27,23,4758--4774,"Helliwell, Emily E. and Faber-Hammond, Joshua and Lopez, Zoie C. and Garoutte, Aaron and von Wettberg, Eric and Friesen, Maren L. and Porter, Stephanie S. month = dec,",10.1111/mec.14898,,,,"To establish and spread in a new location, an invasive species must be able to carry out its life cycle in novel environmental conditions. A key trait underlying fitness is the shift from vegetative to reproductive growth through floral development. In this study, we used a common garden experiment and genotyping-by-sequencing to test whether the latitudinal flowering cline of the North American invasive plant Medicago polymorpha was translocated from its European native range through multiple introductions, or whether the cline rapidly established due to evolution following a genetic bottleneck. Analysis of flowering time in 736 common garden plants showed a latitudinal flowering time cline in both the native and invaded ranges where genotypes from lower latitudes flowered earlier. Genotyping-by-sequencing of 9,658 SNPs in 446 individuals revealed two major subpopulations of M. polymorpha in the native range, only one of which is present in the invaded range. Additionally, native range populations have higher genetic diversity than invaded range populations, suggesting that a genetic bottleneck occurred during invasion. All invaded range individuals are closely related to plants collected from native range populations in Portugal and southern Spain, and population assignment tests assigned invaded range individuals to this same narrow source region. Taken together, our results suggest that latitudinal clinal variation in flowering time has rapidly evolved across the invaded range despite a genetic bottleneck following introduction."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
endler_boundary_2018,Boundary strength analysis: {Combining} colour pattern geometry and coloured patch visual properties for use in predicting behaviour and fitness,2018,1,1,METHODS IN ECOLOGY AND EVOLUTION,2041-210X,9,12,2334--2348,"Endler, John A. and Cole, Gemma L. and Kranz, Alex and rea M. month = dec,",10.1111/2041-210X.13073,,,,"Colour patterns are used by many species to make decisions that ultimately affect their Darwinian fitness. Colour patterns consist of a mosaic of patches that differ in geometry and visual properties. Although traditionally pattern geometry and colour patch visual properties are analysed separately, these components are likely to work together as a functional unit. Despite this, the combined effect of patch visual properties, patch geometry, and the effects of the patch boundaries on animal visual systems, behaviour and fitness are relatively unexplored. Here, we describe boundary strength analysis (BSA), a novel way to combine the geometry of the edges (boundaries among the patch classes) with the receptor noise estimate (Delta S) of the intensity of the edges. The method is based upon known properties of vertebrate and invertebrate retinas. The mean and SD of Delta S (m(Delta S), s(Delta S)) of a colour pattern can be obtained by weighting each edge class Delta S by its length, separately for chromatic and achromatic Delta S. This assumes those colour patterns, or parts of the patterns used in signalling, with larger m(Delta S) and s(Delta S), are more stimulating and hence more salient to the viewers. BSA can be used to examine both colour patterns and visual backgrounds. Boundary strength analysis was successful in assessing the estimated conspicuousness of colour pattern variants in two species, guppies Poecilia reticulata and Gouldian finches Erythrura gouldiae, both polymorphic for patch colour, luminance and geometry. The 3D representations of the Delta S of patch edges (Fort Diagrams) of both species show that there is little or negative geometric correspondence between the chromatic and achromatic edges. All individuals have m(Delta S) {\textgreater} 1.5 for both chromatic and achromatic measures, indicating the high within-pattern contrast expected for display signals. In contrast from what one would expect from sexual selection, all guppies have m(Delta S) less than expected from random contacts between all pairs of patch colour/luminance classes. The correlation between chromatic and luminance Delta S is negative in both species but zero when correlating all possible kinds of edges between the colours of each species and morph, indicating nonrandom colour geometry. The pattern difference between chromatic and achromatic edges in both species reveals the possibility that chromatic and achromatic edges could function differently. The smaller than random expected m(Delta S) values in guppies suggests an anti-predator function because guppies are never found without predators. Moreover, m(Delta S) could vary with predation intensity within and among species. BSA can be applied to any colour pattern used in intraspecific and interspecific behaviour. Seven predictions and four questions about colour patterns are presented. In species which are very convex in cross-section, both chromatic and luminance m(Delta S) change with viewing angle; geometry of signalling is as important as signal geometry."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
rodriguez_iicr_2018,The {IICR} and the non-stationary structured coalescent: towards demographic inference with arbitrary changes in population structure,2018,1,1,HEREDITY,0018-067X,121,6,663--678,"Rodriguez, Willy and Mazet, Olivier and Grusea, Simona and Arredondo, Arm and o and Corujo, Josue M. and Boitard, Simon and Chikhi, Lounes month = dec,",10.1038/s41437-018-0148-0,,,,"In the last years, a wide range of methods allowing to reconstruct past population size changes from genome-wide data have been developed. At the same time, there has been an increasing recognition that population structure can generate genetic data similar to those produced under models of population size change. Recently, Mazet et al. (Heredity 116:362-371, 2016) showed that, for any model of population structure, it is always possible to find a panmictic model with a particular function of population size changes, having exactly the same distribution of T2 (the coalescence time for a sample of size two) as that of the structured model. They called this function IICR (Inverse Instantaneous Coalescence Rate) and showed that it does not necessarily correspond to population size changes under non-panmictic models. Besides, most of the methods used to analyse data under models of population structure tend to arbitrarily fix that structure and to minimise or neglect population size changes. Here, we extend the seminal work of Herbots (PhD thesis, University of London, 1994) on the structured coalescent and propose a new framework, the Non-Stationary Structured Coalescent (NSSC) that incorporates demographic events (changes in gene flow and/or deme sizes) to models of nearly any complexity. We show how to compute the IICR under a wide family of stationary and non-stationary models. As an example we address the question of human and Neanderthal evolution and discuss how the NSSC framework allows to interpret genomic data under this new perspective."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
moreira_specificity_2018,Specificity of plant-plant communication for {Baccharis} salicifolia sexes but not genotypes,2018,1,1,ECOLOGY,0012-9658,99,12,2731--2739,"Moreira, Xoaquin and Nell, Colleen S. and Meza-Lopez, Maria M. and Rasmann, Sergio and Mooney, Kailen A. month = dec,",10.1002/ecy.2534,,,,"Plants are able to adjust their anti-herbivore defenses in response to the volatile organic compounds (VOCs) emitted by herbivore-damaged neighbors, and some of these changes increase resistance against subsequent herbivory. This phenomenon of plant-plant communication is thought to be widespread, but recent investigations have cautioned that it can be context dependent, including variation in the strength of communication based on the identity of plants and their associated herbivores. Here, we performed three greenhouse experiments using multiple male and female genotypes of the dioecious woody shrub Baccharis salicifolia and its specialist aphid Uroleucon macolai to test for specificity of plant-plant communication with respect to plant sex and genotype. Moreover, we evaluated plant sexual dimorphism and genotypic variation in VOC emissions (i.e., the speaking side of the interaction) and response of plants to VOC exposure (i.e., the listening side of the interaction) in order to identify the chemical mechanisms underlying such specificity. We did not find genotypic specificity of communication; emitter plants damaged by U. macolai significantly reduced subsequent U. macolai performance on receivers, but these effects were indistinguishable for communication within vs. among genotypes. In contrast, we found sex specificity of communication; male emitter plants reduced subsequent U. macolai performance on male and female receiver plants equally, while female emitter plants only did so for female receivers. We found sexual (but not genotypic) dimorphism in speaking but not listening; of the seven compounds induced by U. macolai feeding (speaking), pinocarvone was approximately fivefold greater in female than in male plants, while exposure of plants to pinocarvone emissions (listening) reduced U. macolai performance equally in both male and female plants. Together, our study demonstrates novel evidence for sexually dimorphic specificity of plant-plant communication and the chemical mechanism underlying this effect."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
ezenwa_social_2018,Social living simultaneously increases infection risk and decreases the cost of infection,2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1892,NA,"Ezenwa, Vanessa O. and Worsley-Tonks, Katherine E. L. month = nov,",10.1098/rspb.2018.2142,,,,"Elevated parasite infection risk is considered to be a near-universal cost of social living. However, living in groups may also provide benefits that reduce the negative impacts of infection. These potential `tolerance' benefits of living socially are theoretically possible, but have rarely been described. In this study, we used an anthelmintic treatment experiment in wild Grant's gazelles (Nanger grati), who are commonly infected with gastrointestinal nematodes (GIN), to show that social living confers both costs and benefits related to GIN parasitism. We show that although larger group size increases GIN infection risk, a key cost of GIN infection-the suppression of food intake-is simultaneously moderated by living in larger groups. Our findings help illuminate the complex role parasites play in the evolution of host social behaviour."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
otto_adaptation_2018,"Adaptation, speciation and extinction in the {Anthropocene",2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1891,NA,"Otto, Sarah P. month = nov,",10.1098/rspb.2018.2047,,,,"Humans have dramatically altered the planet over the course of a century, from the acidity of our oceans to the fragmentation of our landscapes and the temperature of our climate. Species find themselves in novel environments, within communities assembled from never before encountered mixtures of invasives and natives. The speed with which the biotic and abiotic environment of species has changed has already altered the evolutionary trajectory of species, a trend that promises to escalate. In this article, I reflect upon this altered course of evolution. Human activities have reshaped selection pressures, favouring individuals that better survive in our built landscapes, that avoid our hunting and fishing, and that best tolerate the species that we have introduced. Human-altered selection pressures have also modified how organisms live and move through the landscape, and even the nature of reproduction and genome structure. Humans are also shaping selection pressures at the species level, and I discuss how species traits are affecting both extinction and speciation rates in the Anthropocene."," RAYYAN-INCLUSION: {""Alfredo""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: review"
sauer_variation_2018,"Variation in individual temperature preferences, not behavioural fever, affects susceptibility to chytridiomycosis in amphibians (vol 285, 20181111, 2018)",2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1891,NA,"Sauer, Erin L. and Fuller, Rebecca C. and Richards-Zawacki, Corinne L. and Sonn, Julia and Sperry, Jinelle H. and Rohr, Jason R. month = nov,",10.1098/rspb.2018.2466,,,,NA," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
halliday_host_2018,A host immune hormone modifies parasite species interactions and epidemics: insights from a field manipulation,2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1890,NA,"Halliday, Fletcher W. and Umbanhowar, James and Mitchell, Charles E. month = nov,",10.1098/rspb.2018.2075,,,,"Parasite epidemics can depend on priority effects, and parasite priority effects can result from the host immune response to prior infection. Yet we lack experimental evidence that such immune-mediated priority effects influence epidemics. To address this research gap, we manipulated key host immune hormones, then measured the consequences for within-host parasite interactions, and ultimately parasite epidemics in the field. Specifically, we applied plant immune-signalling hormones to sentinel plants, embedded into a wild host population, and tracked foliar infections caused by two common fungal parasites. Within-host individuals, priority effects were altered by the immune-signalling hormone, salicylic acid (SA). Scaling up from within-host interactions, hosts treated with SA experienced a lower prevalence of a less aggressive parasite, increased burden of infection by a more aggressive parasite, and experienced fewer co-infections. Together, these results indicate that by altering within-host priority effects, host immune hormones can drive parasite epidemics. This study therefore experimentally links host immune hormones to within-host priority effects and parasite epidemics, advancing a more mechanistic understanding of how interactions among parasites alter their epidemics."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
mohan_elements_2018,Elements of time and place: manganese and barium in shark vertebrae reflect age and upwelling histories,2018,1,1,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1890,NA,"Mohan, John A. and Miller, Nathan R. and Herzka, Sharon Z. and Sosa-Nishizaki, Oscar and Kohin, Suzanne and Dewar, Heidi and Kinney, Michael and Snodgrass, Owyn and Wells, R. J. David month = nov,",10.1098/rspb.2018.1760,,,,"As upper-level predators, sharks are important for maintaining marine food web structure, but populations are threatened by fishery exploitation. Sustainable management of shark populations requires improved understanding of migration patterns and population demographics, which has traditionally been sought through physical and/or electronic tagging studies. The application of natural tags such as elemental variations in mineralized band pairs of elasmobranch vertebrae cartilage could also reveal endogenous and exogenous processes experienced by sharks throughout their life histories. Here, elemental profiles were characterized in vertebrae encompassing complete life histories (birth-to-death) of shortfin mako (Isurus oxyrinchus), common thresher (Alopias vulpinus) and blue shark (Prionace glauca) of known tag and recapture locations in the eastern North Pacific Ocean. All sharks were injected with oxytetracycline at initial capture, released and subsequently recaptured, with individual liberty times ranging from 215 days to 6 years. Vertebral band pairs forming over the liberty intervals were verified by counting the number of band pairs deposited since the oxytetracycline band. Regular oscillations in vertebrae manganese (Mn) content corresponded well with the number of validated band pairs, suggesting that Mn variation could be used to age sharks. Increases in vertebrae barium concentration were correlated with times when individuals occupied areas with high coastal up welling indices, the timing and spatial intensity of which varied from year to year. Interspecific relationships were probably influenced by behavioural differences in horizontal and vertical habitat use, feeding habits and thermoregulatory physiology. These results indicate that vertebral sclerochronology has the potential to advance our knowledge of elasmobranch life history including age and growth estimation and environmental reconstruction."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
milne_carnivorous_2018,"Carnivorous pitcher plants eat a diet of certain spiders, regardless of what's on the menu",2018,1,1,ECOSPHERE,2150-8925,9,11,NA,"Milne, Marc A. and Waller, Deborah A. month = nov,",10.1002/ecs2.2504,,,,"The purple pitcher plant, Sarracenia purpurea, is a low-lying carnivorous plant that uses pitcher-shaped leaves to catch arthropod prey for nutrition. Spiders make up a significant portion of these prey. To determine the tendency of specific spider taxa to be captured by the plant, we compared the composition (by taxonomic family) of three spider assemblages: those captured by the plant, those residing on or over the plant, and those found nearby in the local environment. Although there were some broad similarities within the three spider assemblages, significant differences existed when specific families and guilds were considered. While some families (e.g., Linyphiidae and Lycosidae) and guilds (e.g., low sheet/tangle weavers) were heavily represented in all three assemblages, other groups varied, and we found that the taxonomic makeup of victimized and resident spiders did not always reflect their environmental abundances. Moreover, spider assemblages captured by S. purpurea were extremely similar across distant locations regardless of environmental spider assemblage composition, suggesting that S. purpurea is very selective in its spider capture regimen."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
drori_onetwotree._2018,OneTwoTree}: {An} online tool for phylogeny reconstruction,2018,1,1,MOLECULAR ECOLOGY RESOURCES,1755-098X,18,6,1492--1499,"Drori, Michal and Rice, Anna and Einhorn, Moshe and Chay, Ofer and Glick, Lior and Mayrose, Itay month = nov,",10.1111/1755-0998.12927,,,,"Phylogeny reconstruction is a key instrument in numerous biological analyses, ranging from evolutionary and ecology research, to conservation and systems biology. The increasing accumulation of genomic data makes it possible to reconstruct phylogenies with both high accuracy and at increasingly finer resolution. Yet, taking advantage of the enormous amount of sequence data available requires the use of computational tools for efficient data retrieval and processing, or else the process could quickly become an error-prone endeavour. Here, we present OneTwoTree (), a Web-based tool for tree reconstruction based on the supermatrix paradigm. Given a list of taxa names of interest as the sole input requirement, OneTwoTree retrieves all available sequence data from NCBI GenBank, clusters these into orthology groups, identifies the most informative set of markers, searches for an appropriate outgroup, and assembles a partitioned sequence matrix that is then used for the final phylogeny reconstruction step. OneTwoTree further allows users to control various steps of the process, such as the merging of sequences from similar clusters, or phylogeny reconstruction based on markers from a specific genome type. By comparing the performance of OneTwoTree to a manually reconstructed phylogeny of the Antirrhineae tribe, we show that the use of OneTwoTree resulted in substantially higher data coverage in terms of both taxon sampling and the number of informative markers assembled. OneTwoTree provides a flexible online tool for species-tree reconstruction, aimed to assist researchers ranging in their level of prior expertise in the task of phylogeny reconstruction."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
hultine_relationships_2018,"Relationships among climate, stem growth, and biomass delta {C}-13 in the giant saguaro cactus ({Carnegiea} gigantea)",2018,1,1,ECOSPHERE,2150-8925,9,11,NA,"Hultine, K. R. and Dettman, D. L. and Williams, D. G. and Puente, R. and English, N. B. and Butterfield, B. J. and Burquez, A. month = nov,",10.1002/ecs2.2498,,,,"Giant saguaro (Carnegiea gigantea) is one of the longest-lived and massive cacti species in the Americas. They occur throughout the Sonoran Desert region with a distribution spanning a five-fold gradient in mean annual precipitation. Relationships between fitness traits, including stem growth, and spatio-temporal climate patterns are still poorly understood in saguaro, but are assumed to be largely coupled to summer precipitation. To better understand patterns of climate sensitivity in giant saguaro, annual stem growth, carbon isotope ratios (delta C-13) in spine tissues, and seasonal variation in stem volume, a proxy for stem water storage, were evaluated over a single growing season (2014) in six widely distributed populations in the northern Sonoran Desert, and over four consecutive growing seasons (2013-2016) in two populations with differences in mean annual precipitation and site moisture (M-i), defined as precipitation amount divided by mean atmospheric vapor pressure deficit. We hypothesized that saguaro growth and delta C-13 would be coupled to a complex suite of climate conditions that include winter precipitation and aridity. Annual stem growth of all populations was generally better correlated to M-i than precipitation alone and was best correlated with M-i measured over the hydrologic year, October 2013-September 2014 (F = 39.8, P {\textless} 0.0001). Likewise, mean delta C-13 increased with M-i, with the highest correlation with M-i calculated for July 2013-August 2014 (F = 38.4.0, P {\textless} 0.0001). Annual stem growth measured across all populations was well correlated to delta C-13 in spines produced during the current year of growth (F = 36.3, P {\textless} 0.0001). Annual variation in stem growth appeared to reflect annual variation in mean stem volume measured monthly from the summer of the previous year to the summer of the current year of growth. Results suggest that stem growth and photosynthetic physiology recorded by delta C-13 are coupled to a complex suite of climate conditions with a strong legacy effect from the previous summer and winter. These findings provide new insight on the effects of summer and winter drought and a warming climate on the photosynthesis, growth, and fitness of giant saguaro."," RAYYAN-INCLUSION: {""Alfredo""=>""Included""}"
